col1,name,RMS,redshift_1,W1,W2,W3,W4,W5,W6,UNI_FLAG,MIZ2,detection,UNI_DET,peak_flux,int_flux,Quadrant,D_Mpc,D_cm,L_rad,L_2500,alpha_ro,alpha_MFS,alpha_inband,RAx,DECx,VOFF_CIV_PEAK_1,EW_CIV_1,PLATE_1,MJD_1,FIBER_1,SDSS_NAME,RA,DEC,REDSHIFT_2,PLATE_2,FIBER_2,MJD_2,TARGET_FLAG_TARGET,NSPECOBS,UNIFORM_TARGET,MI_Z2,LOGLBOL,LOGLBOL_ERR,BAL_FLAG,FIRST_FR_TYPE,FINT_REST6CM_MJY_OBS,LOGFNU2500A_ERGS_OBS,R_6CM_2500A,LOGL5100,LOGL5100_ERR,LOGL3000,LOGL3000_ERR,LOGL1350,LOGL1350_ERR,LOGL_BROAD_HA,LOGL_BROAD_HA_ERR,FWHM_BROAD_HA,FWHM_BROAD_HA_ERR,EW_BROAD_HA,EW_BROAD_HA_ERR,LOGL_NARROW_HA,LOGL_NARROW_HA_ERR,FWHM_NARROW_HA,FWHM_NARROW_HA_ERR,EW_NARROW_HA,EW_NARROW_HA_ERR,LOGL_NII_6585,LOGL_NII_6585_ERR,EW_NII_6585,EW_NII_6585_ERR,LOGL_SII_6718,LOGL_SII_6718_ERR,EW_SII_6718,EW_SII_6718_ERR,LOGL_SII_6732,LOGL_SII_6732_ERR,EW_SII_6732,EW_SII_6732_ERR,EW_FE_HA,EW_FE_HA_ERR,ALPHA_HA,ALPHA_HA_ERR,LINE_NPIX_HA,LINE_MED_SN_HA,LINE_REDCHI2_HA,LOGL_BROAD_HB,LOGL_BROAD_HB_ERR,FWHM_BROAD_HB,FWHM_BROAD_HB_ERR,EW_BROAD_HB,EW_BROAD_HB_ERR,LOGL_NARROW_HB,LOGL_NARROW_HB_ERR,FWHM_NARROW_HB,FWHM_NARROW_HB_ERR,EW_NARROW_HB,EW_NARROW_HB_ERR,FWHM_BROAD_HB_1GAUSS,LOGL_OIII_4959,LOGL_OIII_4959_ERR,EW_OIII_4959,EW_OIII_4959_ERR,LOGL_OIII_5007,LOGL_OIII_5007_ERR,EW_OIII_5007,EW_OIII_5007_ERR,EW_FE_HB_4434_4684,EW_FE_HB_4434_4684_ERR,ALPHA_HB,ALPHA_HB_ERR,LINE_NPIX_HB,LINE_MED_SN_HB,LINE_REDCHI2_HB,LOGL_MGII,LOGL_MGII_ERR,FWHM_MGII,FWHM_MGII_ERR,EW_MGII,EW_MGII_ERR,LOGL_BROAD_MGII,LOGL_BROAD_MGII_ERR,FWHM_BROAD_MGII,FWHM_BROAD_MGII_ERR,EW_BROAD_MGII,EW_BROAD_MGII_ERR,FWHM_BROAD_MGII_1GAUSS,EW_FE_MGII,EW_FE_MGII_ERR,ALPHA_MGII,ALPHA_MGII_ERR,LINE_NPIX_MGII,LINE_MED_SN_MGII,LINE_REDCHI2_MGII,LOGL_CIV,LOGL_CIV_ERR,FWHM_CIV,FWHM_CIV_ERR,EW_CIV_2,EW_CIV_ERR,ALPHA_CIV,ALPHA_CIV_ERR,LINE_NPIX_CIV,LINE_MED_SN_CIV,LINE_REDCHI2_CIV,VOFF_BROAD_HA,VOFF_BROAD_HA_ERR,VOFF_NARROW_HA,VOFF_NARROW_HA_ERR,VOFF_BROAD_HB,VOFF_BROAD_HB_ERR,VOFF_NARROW_HB,VOFF_NARROW_HB_ERR,VOFF_BROAD_MGII,VOFF_BROAD_MGII_ERR,VOFF_CIV_PEAK_2,VOFF_CIV_PEAK_ERR,LOGBH_HB_MD04,LOGBH_HB_MD04_ERR,LOGBH_HB_VP06,LOGBH_HB_VP06_ERR,LOGBH_MGII_MD04,LOGBH_MGII_MD04_ERR,LOGBH_MGII_VO09,LOGBH_MGII_VO09_ERR,LOGBH_MGII_S10,LOGBH_MGII_S10_ERR,LOGBH_CIV_VP06,LOGBH_CIV_VP06_ERR,LOGBH,LOGBH_ERR,LOGEDD_RATIO,SPECIAL_INTEREST_FLAG,Separation
8181,SDSSJ095648.48+534713.5,7.9,1.651423,0.03044,0.0144,0.03226,0.024,0.00269,-0.00107,1.0,-26.5830969996376,-1.0,-2,0.0,23.7,3,12536.6196664251,3.86880082905879E+28,30.1988108175229,30.7924288421584,0.283091797431948,,,149.202005,53.787094,155.908161509191,38.88199751784,769,52282,69,095648.48+534713.5,149.20201110839800,53.78709411621090,1.6476000547409100,769,69,52282,3,2,1,-26.58309699963760,46.54579039866490,0.008110817693786740,0,0,0.0,-27.059374320258700,-1.0,0.0,-1.0,45.8339831696237,0.008110817693786740,45.81745177268600,0.04076640499962640,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,-999.0,-1.0,0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,-999.0,-1.0,0,0.0,-1.0,43.93593535265850,0.021694136583846600,3218.158592323070,450.46504701943800,34.877880235529700,2.0963622003750900,43.92738612459690,0.03731292428103930,3218.158592323070,418.3280647083890,34.19801149779560,2.9178647217736700,5315.146234455100,66.76140670427050,21.704264023799300,-1.211101114126890,0.05559666564975600,310,10.527081552988700,1.163857698129310,44.232573660170600,0.0554129179256897,3329.957763671880,528.529052734375,38.88199751784000,6.470103765584450,-0.7484284847426230,0.453410934397401,280,5.468959223018580,1.0440451224383100,300000.0,-1.0,300000.0,-1.0,300000.0,-1.0,300000.0,-1.0,-29.963713720405200,187.73527024444900,155.90816150919100,133.83151975625400,0.0,-1.0,0.0,-1.0,9.093249978832040,0.0478195801971177,8.792206469852880,0.12164924653554200,8.892284450207720,0.1130197085981220,8.668126889646980,0.1395447867764600,8.892284450207720,0.1130197085981220,-0.44686459666039000,0,0.012998288161826600
6881,SDSSJ100723.31+162842.6,9.9,1.651005,0.03347,0.01634,0.02807,0.01884,8E-05,-9.5E-04,1.0,-26.8614170797608,-1.0,-1,0.0,29.7,3,12532.695961367,3.86758997367786E+28,30.296581263953,30.9037568742076,0.289557304075054,,,151.847151,16.478509,134.495368444821,47.3872406307254,2587,54138,313,100723.31+162842.6,151.84715270996100,16.4785099029541,1.642899990081790,2587,313,54138,2,1,1,-26.861417079760800,46.731863762306700,0.0028455166642409300,0,0,0.0,-26.882884742771800,-1.0,0.0,-1.0,46.020056533265500,0.0028455166642409300,46.24284318003300,0.015610476638478600,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,-999.0,-1.0,0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,-999.0,-1.0,0,0.0,-1.0,43.96389204372040,0.01771856343350460,3135.9120898436000,304.08039656518300,24.48801314732130,0.987378601621252,43.959055296176500,0.01886932186117820,3135.9120898436000,350.4549283364150,24.216802628855100,1.2439030427862100,5251.336540161130,65.08562133410990,4.3341072353627200,-1.0612149158475500,0.023840149054618200,310,18.539730270218500,1.2513828321006600,44.69756103321980,0.03335409674553700,4651.22705078125,310.704833984375,47.38724063072540,4.265003139656080,-1.5769409883405500,0.2212413244433290,281,10.22670178974240,1.1013703723143800,300000.0,-1.0,300000.0,-1.0,300000.0,-1.0,300000.0,-1.0,-204.80004844504200,107.44031957441700,134.49536844482100,107.09390916907400,0.0,-1.0,0.0,-1.0,9.198124732192210,0.03308108339116920,8.862756025530670,0.08423659539475680,8.985162809522540,0.09708548765160940,9.18384196585725,0.05860918390203290,8.985162809522540,0.09708548765160940,-0.35366959233338200,0,0.006738858199916840
2361,SDSSJ101946.98+494848.6,,1.651321,0.04285,0.02072,0.01627,0.00189,0.00441,0.00834,1.0,-26.6345476434195,1.0,2,2570.0,2175.38,0,12535.66218,3.868505348748E+28,32.1615396155472,30.8130090996711,-0.643103665636852,,,154.945784,49.813513,573.151931545886,6.71107684286524,1007,52706,14,101946.98+494848.6,154.94578552246100,49.813514709472700,1.642699956893920,1007,14,52706,1048586,1,1,-26.63454764341950,46.654202351587900,0.005751581693552060,0,1,2.4205149053558100,-26.869040121731800,17.903909876648100,0.0,-1.0,45.942395122546700,0.005751581693552060,46.22229647854520,0.012081480866058300,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,-999.0,-1.0,0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,-999.0,-1.0,0,0.0,-1.0,43.74335678774700,0.03184777098611490,2970.2940391578600,413.39239310969800,16.26543203670710,1.2118943133639600,43.66876288829670,0.03600867794099830,4081.5914569234100,730.4596223679660,13.698458674930000,1.2012394929120800,4715.803808251150,101.13886208260500,8.67910095412546,-2.2156377744098900,0.041687526941293300,310,12.546848264745600,1.1374097188585800,43.87013809001940,0.06922156016883110,5281.90478515625,2399.805419921880,6.711076842865240,1.2444876553210000,-0.844517353971311,0.19464578179590800,280,10.358694783083900,1.1240091098959400,300000.0,-1.0,300000.0,-1.0,300000.0,-1.0,300000.0,-1.0,-1029.642852061470,349.7117527022850,573.1519315458860,347.5271460689540,0.0,-1.0,0.0,-1.0,9.056546411959920,0.06989145451792850,8.776796448636920,0.12092057362326500,9.165944040490510,0.15548741157085200,9.28339826979639,0.3946907318553900,9.165944040490510,0.15548741157085200,-0.6121122340202230,0,0.007097960166536520
5453,SDSSJ104031.38+362611.6,,1.650389,0.03042,0.0225,0.02062,0.02899,-2.7E-04,-0.00643,1.0,-26.6041282377845,1.0,2,102.0,123.0,3,12526.9140377622,3.86580567205341E+28,30.9133795757833,30.8008413374171,-0.0536686065057994,,,160.130766,36.436579,230.8408883869,36.3458484478709,2096,53446,563,104031.38+362611.6,160.13076782226600,36.436580657959000,1.6454999446868900,2096,563,53446,1048578,1,1,-26.604128237784500,46.61788371854310,0.009765741917551200,0,0,0.0,-26.97068858086610,-1.0,0.0,-1.0,45.906076489501900,0.009765741917551200,46.16289612861010,0.011866177251185700,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,-999.0,-1.0,0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,-999.0,-1.0,0,0.0,-1.0,43.938218133148400,0.011577579970520400,3846.997355346010,388.58269474363600,29.296012658874200,0.9831011913830970,43.938218133148400,0.02111328906386230,3846.997355346010,509.51078808241400,29.296012658874200,1.5009989055046500,6050.087587656220,72.90081976290880,17.253019538980500,-1.4077718344679700,0.02666154850284840,311,13.6830292186882,1.0840181500413000,44.48154325546390,0.03018095694275050,5128.71337890625,483.274169921875,36.3458484478709,3.2861263402841200,-1.8236930600267300,0.186939371257133,281,11.720192941469900,0.9870666648975920,300000.0,-1.0,300000.0,-1.0,300000.0,-1.0,300000.0,-1.0,-323.4657656786750,161.01659132148000,230.84088838690000,160.49743963897400,0.0,-1.0,0.0,-1.0,9.250440725846740,0.038004455150893500,8.983282020245250,0.08787137647317930,9.092011198985470,0.1151984141531050,9.226351806057950,0.0820876478832609,9.092011198985470,0.1151984141531050,-0.5744980255599540,0,0.007967394721071360
22,SDSSJ104852.52+003230.0,16.0,1.650584,0.04427,0.00762,0.02254,0.02966,-0.0098,8.1E-04,0.0,-27.1044833085041,-1.0,-2,0.0,48.0,3,12528.7443056819,3.86637049273343E+28,30.5048266234184,31.000983365705,0.236613273439833,,,162.218859,0.541673,605.223530269876,43.6330803834802,276,51909,348,104852.52+003230.0,162.21885681152300,0.5416730046272280,1.6461999416351300,276,348,51909,1048580,1,0,-27.10448330850410,46.83618372699250,0.011063563324320600,0,0,0.0,-26.761816600528800,-1.0,0.0,-1.0,46.12437649795130,0.011063563324320600,46.21589312668820,0.010708190451243400,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,-999.0,-1.0,0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,-999.0,-1.0,0,0.0,-1.0,44.17575313768760,0.01199349000228270,4027.4830482654200,287.2998080884480,30.86773534545300,1.436110539603040,44.17095364539090,0.021088446137277100,4027.4830482654200,335.5471137184640,30.52848662402970,2.089511219264370,4442.703427737340,91.26713111584010,28.683669212666000,-1.292997807860500,0.03348340387410750,311,23.449222807285100,1.1536257342537600,44.6481415384823,0.01367884879052990,6162.5400390625,210.41357421875,43.63308038348020,1.9437656291874400,-1.3035779970436000,0.13313306596280800,280,16.089957678676500,1.0545445434027600,300000.0,-1.0,300000.0,-1.0,300000.0,-1.0,300000.0,-1.0,-381.80224025158400,187.7017343341080,605.2235302698760,106.88366022650700,0.0,-1.0,0.0,-1.0,9.117558052889500,0.020999816670558800,9.132255691262300,0.062207089546612700,9.26718087101645,0.07269028825977260,9.413942865102730,0.030195224066967700,9.26718087101645,0.07269028825977260,-0.5313676891415400,0,0.00787818119895643
653,SDSSJ105814.69+015230.6,17.0,1.651886,0.01892,0.03231,0.01612,0.04751,0.01799,0.00535,0.0,-26.4491283405663,-1.0,-2,0.0,51.0,1,12540.9660222792,3.87014211447536E+28,30.5318958133295,30.7388413785298,0.0986907229764394,,,164.561246,1.875186,904.392733752067,74.437465403446,508,52366,276,105814.69+015230.6,164.56124877929700,1.8751859664917000,1.6545000076293900,508,276,52366,1048580,1,0,-26.449128340566300,46.52747778086480,0.008127741948168680,0,0,0.0,-27.042584279081000,-1.0,0.0,-1.0,45.81567055182360,0.008127741948168680,46.078566827372400,0.016845966903755300,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,-999.0,-1.0,0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,-999.0,-1.0,0,0.0,-1.0,44.167175147653300,0.017968232287863400,3946.313297159870,251.40372014693700,59.90473720285390,2.8791155469694900,44.160736040586300,0.021872050216227700,3946.313297159870,314.37641803505900,59.023106051985700,3.697367652924440,6586.935825514230,157.80214553871800,12.017866904695200,-1.6966021797471100,0.06847929471007050,310,11.247771795671400,1.129728969980240,44.71063760601290,0.03288039131677680,7792.611328125,1377.2958984375,74.43746540344600,6.606364726843590,-1.80885051205734,0.31417976765137400,281,10.018415506355800,1.260922013990880,300000.0,-1.0,300000.0,-1.0,300000.0,-1.0,300000.0,-1.0,355.40116442423300,133.73775296134200,904.392733752067,106.76915301205400,0.0,-1.0,0.0,-1.0,9.26823258498019,0.028060322398803900,8.960218397615690,0.05548333232205480,9.058098863834520,0.06937793111971400,9.545006449476650,0.15377714293036800,9.058098863834520,0.06937793111971400,-0.6309916280873010,0,0.010000838159016900
5136,SDSSJ110041.31+315018.1,,1.650453,0.01741,0.03455,0.02451,0.01761,-9.1E-04,0.00197,1.0,-27.1745946185012,1.0,2,362.0,363.0,1,12527.5147360944,3.86599104755873E+28,31.3834174960191,31.0290278897038,-0.169005634060053,,,165.172157,31.838363,262.949177464836,42.0543978697671,1990,53472,426,110041.31+315018.1,165.17214965820300,31.838363647460900,1.6490000486373900,1990,426,53472,1048578,1,1,-27.174594618501200,46.88961786437270,0.013506212610007400,0,0,0.0,-26.694774787856900,-1.0,0.0,-1.0,46.17781063533150,0.013506212610007400,46.27353676278340,0.008391736391921260,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,-999.0,-1.0,0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,-999.0,-1.0,0,0.0,-1.0,44.12178311172070,0.029596337512867200,5061.583137311860,436.46348746055900,23.790330821999700,2.3010061789941200,44.106461488689700,0.030632323262558700,5061.583137311860,356.67385297888200,22.965656155609200,2.2223359003472100,5124.600046779430,72.46980262858250,22.438839537879600,-1.4820118152356400,0.06420287989698900,310,20.82252402692820,0.9122888388625100,44.72919238018790,0.03221203108773100,4401.13720703125,296.5,42.05439786976710,3.179226239868730,-0.6242142440903560,0.09900610638426780,281,15.680475159625700,0.739057519622753,300000.0,-1.0,300000.0,-1.0,300000.0,-1.0,300000.0,-1.0,-186.7575335830310,241.1584181619730,262.94917746483600,53.50870274561480,0.0,-1.0,0.0,-1.0,9.274712524654770,0.028533398764520300,9.357478066864500,0.07520279444716170,9.498815343104280,0.06177690242537670,9.152104300395740,0.0586847096931826,9.498815343104280,0.06177690242537670,-0.7095680238491800,0,0.02257438758791250
5870,SDSSJ110729.57+270800.7,10.0,1.650069,0.01707,0.0386,0.01437,0.03539,-0.01487,0.00228,1.0,-26.4646199640174,-1.0,-1,0.0,30.0,1,12523.9106191738,3.86487881707703E+28,30.3004136628725,30.7450380279103,0.212037885402616,,,166.873237,27.133554,1895.9166288386,46.5462507895689,2212,53789,534,110729.57+270800.7,166.87322998046900,27.133554458618200,1.6603000164032000,2212,534,53789,1048579,1,1,-26.464619964017400,46.54923299027240,0.01115510539382210,1,0,0.0,-27.061930986817000,-1.0,0.0,-1.0,45.837425761231200,0.01115510539382210,46.08470099605080,0.015397630065145100,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,-999.0,-1.0,0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,-999.0,-1.0,0,0.0,-1.0,43.93011321263200,0.025415779823390500,9237.30303673503,1073.8237999363900,34.1376551329351,2.5421493518962500,43.92891327930670,0.026544541758401200,9620.851855828330,960.9517623413840,34.04346472845500,2.45005787484647,9435.589302265910,113.40056572169100,14.720101344176600,-1.2128142630669400,0.04699234187387470,311,10.552213068293200,1.3310022512718200,44.50399922566120,0.027126715823303700,3101.4169921875,409.533447265625,46.54625078956890,3.4438992054063400,-1.9797297247155700,0.23563810491223300,280,10.14726897066400,1.9573096133997100,300000.0,-1.0,300000.0,-1.0,300000.0,-1.0,300000.0,-1.0,1391.2490639195000,502.96977726101900,1895.9166288386000,159.69660398632900,0.0,-1.0,0.0,-1.0,9.593892008936440,0.04407702005850470,9.709803263048730,0.1011262052861590,9.845631026622480,0.08703180777944680,8.748011851888170,0.11498470501156300,9.845631026622480,0.08703180777944680,-1.3967685814676500,0,0.02254973310740780
6634,SDSSJ113047.11+190325.6,6.8,1.650932,0.03963,0.01304,0.02462,0.01833,0.01929,0.00115,1.0,-26.4014766770857,-1.0,-1,0.0,20.4,3,12532.0107423114,3.8673785150773E+28,30.1334134706908,30.7197807131376,0.279633956063592,,,172.696313,19.05713,754.845544614911,25.7568390104562,2502,54180,278,113047.11+190325.6,172.69631958007800,19.057130813598600,1.6464999914169300,2502,278,54180,2,1,1,-26.401476677085700,46.542550213134600,0.006101757413677690,0,0,0.0,-27.005872307305700,-1.0,0.0,-1.0,45.83074298409340,0.006101757413677690,46.194060768754400,0.017910485283572100,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,-999.0,-1.0,0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,-999.0,-1.0,0,0.0,-1.0,43.92518143509740,0.0169619023668659,3067.744810909970,195.6792965073820,32.63087834882740,1.498079218626170,43.920310864126600,0.022313295920938000,3067.744810909970,282.56685163821100,32.26697058656170,1.7025319313904600,4134.729982731560,87.87831188515700,10.392272707664700,-1.920968829901920,0.039895386946940700,310,11.94927637734910,0.96980163488459,44.346356880110100,0.05547212200987420,6506.1279296875,627.456787109375,25.756839010456200,3.614150348920560,-2.1641313172617800,0.2624505406417350,280,10.532958431620700,0.9648717436675750,300000.0,-1.0,300000.0,-1.0,300000.0,-1.0,300000.0,-1.0,-391.641268849247,53.65302117353240,754.8455446149110,80.1412656901669,0.0,-1.0,0.0,-1.0,8.873104935152180,0.0399281561584369,8.749009952389990,0.05548778786351160,8.848699110481210,0.08009423843663630,9.449497404523340,0.08430362925345610,8.848699110481210,0.08009423843663630,-0.40651944246414500,0,0.022580772330319300
6642,SDSSJ113244.74+172629.4,,1.6503741,0.0243,0.02891,0.01602,0.0419,-0.0088,-0.00221,1.0,-26.7373798121117,1.0,2,65.5,71.0,0,12526.7741883808,3.86576251453431E+28,30.6747243369223,30.854141967148,0.0855628658896631,,,173.186458,17.441512,466.22177083765,49.180194095992,2503,53856,435,113244.74+172629.4,173.18646240234400,17.441511154174800,1.6455999612808200,2503,435,53856,1048578,1,1,-26.73737981211170,46.62397368981530,0.007152853443990640,0,0,0.0,-26.939216541787000,-1.0,0.0,-1.0,45.912166460774100,0.007152853443990640,46.22248362345540,0.01268708730612290,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,-999.0,-1.0,0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,-999.0,-1.0,0,0.0,-1.0,44.105685907982000,0.021919681991956700,5386.288600780810,510.0847678258220,41.54327554746710,1.8815485311454600,44.07312332218620,0.02256627371768970,7353.775147420850,509.88220890376200,38.54234640828890,2.180588433495940,7344.229060720130,156.39846828229200,13.547406963905100,-1.7289421894588900,0.041541043212346000,311,15.197629839032500,0.9660018426579560,44.666702088158500,0.02533497331268460,4371.4169921875,235.128662109375,49.180194095992000,3.049972514993010,-1.9828815885123700,0.2089629101749670,280,12.956841129743000,0.975520514441379,300000.0,-1.0,300000.0,-1.0,300000.0,-1.0,300000.0,-1.0,-527.7986288687820,130.2138522573870,466.22177083765000,80.21288385742320,0.0,-1.0,0.0,-1.0,9.422585611414380,0.030272667184071100,9.278662469335910,0.08233361043086530,9.658563898756160,0.06038764663239420,9.119160792604560,0.04720085278125130,9.658563898756160,0.06038764663239420,-1.134960754058430,0,0.01542334632820570
7586,SDSSJ113532.86+001411.4,14.0,1.651701,0.02791,0.03382,0.00924,0.02946,0.00141,0.00219,0.0,-26.5979762107989,-1.0,-2,0.0,42.0,1,12539.2293268612,3.86960617026937E+28,30.4474697846289,30.7983805266229,0.167346590848985,,,173.886946,0.236518,722.789984734306,32.1970645501054,282,51658,488,113532.86+001411.4,173.88694763183600,0.236517995595932,1.6483999490737900,282,488,51658,1048580,2,0,-26.59797621079890,46.69651713034510,0.00403530870850588,0,0,0.0,-26.895068001014100,-1.0,0.0,-1.0,45.98470990130390,0.00403530870850588,46.16569207536760,0.014949850644427400,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,-999.0,-1.0,0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,-999.0,-1.0,0,0.0,-1.0,44.079257461778900,0.023927241115057300,4832.326256015270,513.2111551378110,33.870821060408300,2.1329009272247500,44.07465570213110,0.02122423428943780,4832.326256015270,509.9717563713910,33.51382247394230,1.8702548711980700,5484.783026046970,67.77833508769680,5.416535441254600,-1.3875015811744000,0.0409113130433052,310,16.126362659771500,1.7485766531256400,44.45096949011740,0.04554571404748130,6346.99755859375,359.70654296875,32.19706455010540,3.6367547365312800,-1.5549699940334200,0.18166312563692100,281,13.718294694839400,0.9750203656780160,300000.0,-1.0,300000.0,-1.0,300000.0,-1.0,300000.0,-1.0,-99.41692318799230,348.5889908193160,722.7899847343060,80.1412656901669,0.0,-1.0,0.0,-1.0,9.213989020893500,0.02622339195395970,9.220667446912800,0.09226946520241650,9.338832635069270,0.09169927189504620,9.412953462465470,0.049859573422491100,9.338832635069270,0.09169927189504620,-0.7426860498417510,0,0.005874580739894020
113,SDSSJ113548.66-022617.8,11.7,1.6502399,0.02296,0.02971,0.02039,0.02975,0.00571,-0.00104,0.0,-26.6648523166763,-1.0,-2,0.0,35.1,0,12525.51461726,3.86537381088644E+28,30.3686967587722,30.8251309689738,0.217669908279391,,,173.952777,-2.438297,808.26384270573,54.5276366631524,327,52294,496,113548.66-022617.8,173.95277404785200,-2.4382970333099400,1.6526999473571800,327,496,52294,1048580,1,0,-26.66485231667630,46.6105490328259,0.00587957443350362,0,0,0.0,-26.974256773531700,-1.0,0.0,-1.0,45.89874180378470,0.00587957443350362,46.18788054482800,0.011701143675587400,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,-999.0,-1.0,0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,-999.0,-1.0,0,0.0,-1.0,44.014167601319500,0.020636150452478600,4157.839301818790,341.0153215461640,35.26378804105960,1.8160601994471200,44.012065772085300,0.025597239075231900,4157.839301818790,252.34075752384000,35.09353628948600,2.178429085248030,5888.101694871210,90.52944049345540,12.139898628419600,-1.499415316473440,0.04246706680532500,310,13.521610699335200,1.212100972345120,44.68662028648300,0.023485959078225700,5651.60107421875,302.5380859375,54.52763666315240,3.3482095043768700,-1.8110059142393600,0.18086649229829600,281,14.569934878016400,1.1846412767536100,300000.0,-1.0,300000.0,-1.0,300000.0,-1.0,300000.0,-1.0,339.331183993457,267.4038654467290,808.2638427057300,53.41319478604310,0.0,-1.0,0.0,-1.0,9.222320501071240,0.03238301487909840,9.047106302050640,0.07130007156633720,9.154955318504800,0.0528408660229222,9.323919686767940,0.04690853139341470,9.154955318504800,0.0528408660229222,-0.6447768307964670,0,0.010618789323849400
